Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-11-14,17:00:00,72370.11,72370.11,71830.35,72030.55,0,0
2017-11-14,18:00:00,72013.62,72026.48,71378.87,71508.9,0,0
2017-11-14,19:00:00,71512.35,71684.94,71328.95,71603.09,0,0
2017-11-14,20:00:00,71589.23,71589.23,71155.2,71220.43,0,0
2017-11-14,21:00:00,71225.32,71301.57,70916.3,70955.45,0,0
2017-11-16,14:00:00,70827.38,71634.89,70827.38,71537.33,0,0
2017-11-16,15:00:00,71556.34,71907.77,71556.34,71874.97,0,0
2017-11-16,16:00:00,71904.02,72007.12,71627.96,71687.92,0,0
2017-11-16,17:00:00,71588.31,72521.39,71588.31,72359.12,0,0
2017-11-16,18:00:00,72366.04,72461.84,72162.1,72434.84,0,0
2017-11-16,19:00:00,72419.29,72579.7,72315.66,72560.87,0,0
2017-11-16,20:00:00,72556.18,72774.84,72556.18,72668.1,0,0
2017-11-16,21:00:00,72608.84,72877.96,72517.7,72809.04,0,0
2017-11-17,14:00:00,72512.13,72847.79,72389.59,72797.47,0,0
2017-11-17,15:00:00,72878.74,73098.91,72585.16,72682.88,0,0
2017-11-17,16:00:00,72682.91,72795.93,72450.62,72748.23,0,0
2017-11-17,17:00:00,72737.55,72974.94,72646.04,72949.27,0,0
2017-11-17,18:00:00,72934.13,73203.29,72804.18,73188.99,0,0
2017-11-17,19:00:00,73230.43,73632.2,73202.73,73516.81,0,0
2017-11-17,20:00:00,73522.48,73601.72,73377.69,73473.92,0,0
2017-11-17,21:00:00,73462.66,73522.55,73369.13,73437.28,0,0
2017-11-21,14:00:00,73438.97,74277.06,73438.97,74017.07,0,0
2017-11-21,15:00:00,74015.53,74496.88,74015.53,74339.11,0,0
2017-11-21,16:00:00,74354.95,74649.82,74305.8,74636.8,0,0
2017-11-21,17:00:00,74624.69,74898.84,74564.17,74833.09,0,0
2017-11-21,18:00:00,74833.05,75012.01,74793.17,74956.84,0,0
2017-11-21,19:00:00,74948.16,75073.29,74863.94,74906.98,0,0
2017-11-21,20:00:00,74866.53,74882.32,74490.94,74521.42,0,0
2017-11-21,21:00:00,74511.27,74594.62,74329.39,74594.62,0,0
2017-11-22,14:00:00,74618.33,74875.86,74308.2,74549.64,0,0
2017-11-22,15:00:00,74529.88,74972.53,74500.45,74527.38,0,0
2017-11-22,16:00:00,74539.45,74917.1,74539.45,74899.04,0,0
2017-11-22,17:00:00,74942.39,75019.16,74586.77,74586.77,0,0
2017-11-22,18:00:00,74584.5,74756.26,74341.3,74439.3,0,0
2017-11-22,19:00:00,74426.27,74605.11,74397.84,74485.77,0,0
2017-11-22,20:00:00,74466.37,74502.95,74241.62,74352.65,0,0
2017-11-22,21:00:00,74332.48,74552.96,74332.48,74518.79,0,0
2017-11-23,14:00:00,74518.79,74518.79,74004.37,74012.95,0,0
2017-11-23,15:00:00,74009.4,74080.83,73851.64,73999.83,0,0
2017-11-23,16:00:00,74030.29,74123.59,73889.97,73960.87,0,0
2017-11-23,17:00:00,73943.42,74008.62,73918.55,73986.12,0,0
2017-11-23,18:00:00,73969.45,74413.81,73969.45,74388.55,0,0
2017-11-23,19:00:00,74319.35,74577.82,74304.92,74424.64,0,0
